,Unnamed: 0,content
999,999,　　启动仪式后，明星义工队队长任永全和香江社会救助基金会秘书刘楸妍带领义工们兵分两路，前往困难长者家中探访，向他们送上福袋，嘘寒问暖，传递社会的关怀。在未来几天，任永全明星义工队还会邀请近两百位贫困长者、儿童和环卫工人前来欣赏越秀花灯会，并向其奉上装有生活用品及健康食品、价值230元的新春福袋，让他们感受新春气氛和社会温暖。
1000,1000,　　“‘我爱岭南’名人爱心大拼图巡回活动”公益活动由香江社会救助基金会冠名，指导单位是中共越秀区委宣传部和广东广播电视台。活动由广东广播电视台任永全工作室总发起和创意执行，旨在团结文化、艺术、演艺、新闻、体育、商界等领域名人精英的力量并发挥其影响力，传承与发扬岭南文化。任永全工作室制作人任永全是第十一届广东省政协委员、广州市人民政府颁发的“第十一届广州杰出青年”以及广府文化代言人等，他一直不遗余力地推广岭南文化。本次活动的精彩花絮将在大年初一于珠江频道《娱乐没有圈》栏目播出。(袁浩欣)
1001,1001,　　每年春节，各家电视台都会推出精心准备的电视剧大餐。今年，备受关注的《三生三世十里桃花》临时改档，在春节期间推出；景甜也在《长城》之后回归小荧屏，在《大唐荣耀》里演起了才女。除了大IP古装作品，现代生活剧也在春节档占据一定的市场，其中包括诙谐幽默的农村题材剧。有趣的是，杨幂和刘恺威两口子都有新作面世，看来这对“空中飞人”要在春节档隔空霸屏了。
1002,1002,　　羊城晚报记者 章琰
1003,1003,　　【古装剧，买的都是大IP】
1004,1004,　　眼下，由钟汉良、杨颖(Angelababy)主演的古装剧《孤芳不自赏》正在湖南卫视热播。尽管该剧因为“抠图”风波遭受了不少争议，但凭借原著的影响力和偶像演员的号召力仍获取了众多关注。不过，《三生三世十里桃花》、《大唐荣耀》等古装IP剧开播在即，小荧屏上将出现杨颖、杨幂、景甜打擂台的局面。
1005,1005,　　《大唐荣耀》：景甜换了数百华服
1006,1006,　　播出：1月29日，北京卫视、安徽卫视
1007,1007,　　《大唐荣耀》由在各大阅读网站超过百万点击的沧溟水原著小说《大唐后妃传之珍珠传奇》改编，讲述吴兴才女沈珍珠(景甜饰)在经历血海深仇、深宫争斗、安史之乱后，与广平王李俶(任嘉伦饰)不离不弃，始终坚守家国大义的故事。
1008,1008,　　据悉，《大唐荣耀》投资达2.6亿元。在60集的电视剧里，景甜换了数百套华服。该剧美术指导霍廷霄曾经参与过《霸王别姬》、《满城尽带黄金甲》、《十面埋伏》等大片的制作，造型指导侯云怡则有过《汉武大帝》、《武媚娘传奇》、《胭脂雪》等作品。
1009,1009,　　《三生三世十里桃花》：杨幂呈现绝世仙恋
1010,1010,　　播出：1月30日，浙江卫视、东方卫视
1011,1011,　　改编自唐七公子成名作的《三生三世十里桃花》，是杨幂时隔多年回归古装剧的作品，她在剧中饰演洒脱、灵动、敢爱敢恨的狐仙白浅。赵又廷则饰演男主角夜华，性格深沉内敛，虽然贵为九重天的太子殿下，却将所有事埋藏在心中。
1012,1012,　　和《大唐荣耀》一样，该剧也是大手笔。七大主景群、300多个场景，搭景面积超9万平方米，工程量浩大。为了最大程度还原小说中美不胜收的场景，该剧还请来著名影视美术师陈浩忠任美术总监，服装则由曾获奥斯卡提名的张叔平、金马奖最佳造型设计张世杰联袂操刀。
1013,1013,　　【现代戏，玩的就是多样化】
1014,1014,　　和古装剧一股脑地买大IP、请电影咖不同，春节档的现代戏则呈现出更多元化的态势。除了有偶像题材的《爱，来的刚好》，还有农村题材剧《双喜盈门》，以及刘恺威王鸥主演的《周末父母》、蒋雯丽主演的《嘿，孩子》等家庭剧。
1015,1015,　　《嘿，孩子》：三对夫妻的婚姻
1016,1016,　　播出：2月4日，广东卫视
1017,1017,　　《嘿，孩子》由杨亚洲执导，讲述几对夫妻的生活故事。蒋雯丽和郭晓东饰演一对失独夫妻，两人遭遇中年危机，让人揪心。李小冉和刘天佐诠释了一对80后麻辣小夫妻，分分合合笑点不断。齐溪和韩青演一对隐婚夫妻，前妻和情敌的介入使他们的生活不再平静。该剧由方家一家人的生活状况折射现代都市男女的婚姻观和爱情观，几乎每个人都能从中找到自己的影子。
1018,1018,　　《爱，来的刚好》：不是冤家不聚头
1019,1019,　　播出：1月29日，江苏卫视
1020,1020,　　该剧由广州影视传媒股份有限公司出品。剧中，江铠同饰演的清岺拥有“绝对嗅觉”，在香水研制上有惊人天赋。韩栋饰演的段天朗是豪门公子，却身患“女性恐惧症”，唯独对清岺“免疫”。两人不是冤家不聚头，因香水结缘，逐渐萌生浓浓爱意。随着剧情发展，清岺的童年往事浮出水面，段天朗也在清岺的协助下重新撑起支离破碎的家族产业。
1021,1021,　　《周末父母》：
1022,1022,　　都市白领的烦恼
1023,1023,　　播出：2月12日，湖南卫视
1024,1024,　　都市暖心生活剧《周末父母》由刘恺威、王鸥、张萌、朱泳腾领衔主演。该剧讲述知名杂志社主编于致远(刘恺威饰)和妻子赵佳妮(王鸥饰)作为职场繁忙一族，因升职和加班的问题无暇陪伴孩子，不得不将儿子寄养在父母长辈家中，自己则成了“周末父母”。两对80后都市职场父母在面临事业的压力与家庭的选择时遭遇了一系列危机和考验，他们承受的“都市高压虐”将引发都市男女的共鸣。
1025,1025,　　《双喜盈门》：潘长江演新农民
1026,1026,　　播出：1月29日，天津卫视
1027,1027,　　潘长江主演的新剧《双喜盈门》以新时代农村的百姓邻里生活为线索，展示当下新农村人在面对诱惑、名利、创业、破产以及婚姻、邻里关系等等问题时的状态。导演韩兆介绍该剧有三大看点：“第一肯定就是里面的喜剧包袱，观众会觉得特别贴近自己的生活；第二就是剧名中的‘双喜’，是指老一辈有一喜，小一辈有一喜，里面充满了啼笑皆非、感人的故事；第三个看点就是潘长江老师，为了追求艺术真实，他甚至每场吃饭戏都是真吃，拍几遍吃几次。”
1028,1028,　　羊城晚报记者 何晶
1029,1029,　　王宝强的导演处女作《大闹天竺》将于大年初一上映，为期60天、横跨50城的“欢闹中国行”路演也接近尾声。昨日，该片春节前最后一场发布会选在深圳举行，王宝强带着主演白客、柳岩亮相。发布会以“迎春花市“为主题，现场播放了影片终极版预告片和主题曲《有钱没钱回家过年》，柳岩还用粤语演唱了《迎春花开》、《财神到》等贺年歌片段，充满热闹和喜悦的气氛。
1030,1030,　　发布会上，王宝强特别提到了在《大闹天竺》中出演的猴子：“我在片中饰演穷小子武空，和猴子生活在一起。它会趴在我身上不愿离开，我给它喂奶它也特别听话。有一场戏是讲我们要分开，小猴子嗷嗷叫擦眼泪，特别有感情。根本不用刻意让它演，它的戏表现得特别准确。我低着头就流泪了，我们感情特别深。”被问到为什么要当导演，他说：“其实我也问自己，相信观众看完电影就会明白。这部电影包含了我的梦想和多年的心愿，完成这个心愿比票房数字更重要。”
1031,1031,　　片里有我多年没讲的故事
1032,1032,　　羊城晚报：为什么会想到自己来当导演呢？压力大吗？
1033,1033,　　王宝强：我从小习武，演过功夫片、喜剧片、文艺片，这次当导演我在片里也融入了喜剧、动作和情怀。《大闹天竺》里有我多年没有讲的故事，我把自己的故事和心愿放在里头告诉大家，这就是我当导演的理由。当导演比演员压力大很多，需要很大的勇气。2015年拍《道士下山》和《唐人街探案》的时候，我都在“偷师”，从导演的角度来看整个拍摄过程。《道士下山》拍了八个月，我特别喜欢陈凯歌导演。我们聊了很多细节，比如人物设定、环境、出场，都有具体的依据，我学到很多东西。在《大闹天竺》里，每个人出场都很有特色，就像戏剧里每个人出场都是不一样的。
1034,1034,　　羊城晚报：拍摄过程中想过放弃吗？
1035,1035,　　王宝强：当导演比想象更难，但不能怕失败，要勇敢尝试。我有过一个念头想放弃，但还是挺过来了。拍摄这部电影每一步都是考验，经历了九九八十一难，但是都迈过来了。我对自己说“我叫王坚强”，我是打不死的小强，任何时候我都会站起来。2016年我舍掉了很多东西，很多赚钱的活动都推掉了，就只做电影这一件事，可以说我使出了洪荒之力。
1036,1036,　　又导又演不能没有好身体
1037,1037,　　羊城晚报：这次又当导演又是主演，会不会有分裂的感觉？
1038,1038,　　王宝强：单做导演或者主演都没那么难，两样都来，确实需要一种力量。好身体是第一位的，我又导又演还要打，没有好身体坚持不了。以前我北漂时也有三年没回家，同样也是一种力量在支撑我。有时可能不是为了自己，有可能是因为某个家里人。这部电影讲的就是我这么多年想表达的东西，也是我内心的想法。现在我右脚踝上还有八个钢钉在里头，还钉着钢板，右手的手指也没法伸直，但我拍戏的时候不会记得这些，还是跟猴子似地爬啊跳啊，完全投入进去了。
1039,1039,　　羊城晚报：《大闹天竺》和《泰囧》是同一个编剧团队，会不会在风格上有些接近？
1040,1040,　　王宝强：编剧一样，但拍摄团队是不同的，所以这部电影肯定和《泰囧》很不一样，和《唐人街探案》也很不同，当然也肯定有一些大家熟悉的影子。《大闹天竺》有我自己的风格，里面有很高难度的动作戏，包括借用《西游记》的外壳却用现代人的视角来讲述故事，挺有新意的，会让现代人有共鸣。
1041,1041,　　靠诚意请来众多大咖出演
1042,1042,　　羊城晚报：这次拍戏请了这么多大咖，是不是刷爆了人情卡？
1043,1043,　　王宝强：对，第一次做导演，很多朋友都非常支持我，能帮的都帮了。黄渤一分钱没要就来演，邓超也是一分钱没收就来唱主题曲，让我挺感动的。诚意是最重要的，包括能请到朱时茂和陈佩斯，算是圆了我父亲一个梦。我和朱时茂关系一直很好，然后跟他说这个戏很好，特别适合陈佩斯，于是他帮我安排了见面。我讲了自己的成长过程，还有为什么要拍这部电影，陈佩斯挺感动的，答应来帮我，他把我当成孩子又当成兄弟。一路过来，我没有仇人，大家都是兄弟姐妹，关系很好。即便我在做群演的时候，在武行的时候，也有人愿意给我机会。请白客来当演员也是周迅帮我牵的线，当时我在印度看景，周迅也在印度，一起吃饭时我给她讲了这个故事，请她推荐演员，她就推荐了白客。回国后，我和白客见了面，感觉很好，他自带喜感，和唐僧的气质也接近。
1044,1044,　　羊城晚报：现在你这么有名气，肯定也会有不喜欢你的人。你是特别宽容的人吗？
1045,1045,　　王宝强：我不会和人家较真，对方对我不好，我不会就因此对他不好，那毫无意义，做好自己是最重要的。要所有人说你好是不可能的，萝卜青菜各有所爱，没必要去争执。你能享受多大的掌声，就要接受多大的骂声。其实我一直在质疑和打击中成长。很多人说，王宝强也能当演员？但难道他说我不能演，我就不做演员了？从最开始的《盲井》到《士兵突击》，再到文艺片《hello！树先生》，再到喜剧片《泰囧》，再到动作片《一个人的武林》……我一直都在挑战自己。我不在乎别人的看法，关键还是在于自己怎么做。
1046,1046,　　不想拼赢但不想输给自己
1047,1047,　　羊城晚报：《大闹天竺》路演已经跑了几十个城市，印象最深刻的是什么？
1048,1048,　　王宝强：最大的感受还是观众对我的支持和鼓励，尤其是每次到学校和学生见面，能看到他们的热诚。这是我第一次当导演，我也是学生，所以是学生和学生之间的交流，大家交流怎么实现梦想。小时候在少林寺，我说要去拍电影，我不会因为师兄弟说我不行就不去做。在北京跑龙套的时候也有很多人质疑我，而且在北京学表演专业的人那么多，所以有段时间我要去工地干活维持生活，但我还是坚持了下来。机会和运气，其实是公平的，我努力改变了命运。我也经常和员工讲自己的经历，可能是很小的工作，但你别小看，能做好并不容易。万事都是从小事一点点做起来的。
1049,1049,　　羊城晚报：《大闹天竺》拍完，你觉得自己适合当导演吗？
1050,1050,　　王宝强：不能说适合不适合，但一切皆有可能。还是要看是否有第二个比《大闹天竺》更吸引我的故事。我当导演不是玩票的心态，我有自己的情怀。虽然有很多非常优秀的导演和我合作，但有时候别的导演无法帮你实现的东西，只能自己来实现。
1051,1051,　　羊城晚报：大年初一有好几部电影一起上映，压力大吗？
1052,1052,　　王宝强：第一次当导演就遇到周星驰、徐老爷(徐克)和成龙大哥，压力太大了。几部影片同天上映，特别需要勇气，但我很有信心。我不是想要拼过对方，但不想输给自己。
1053,1053,　　2017春节渐近，面对“乱花渐欲迷人眼”的过节指南，哪种打开方式才最直接最便捷？优酷打包推出“超级春节”盛宴，不仅将在直播春晚这项保留节目上，联动央视、江苏卫视、东方卫视等5大电视台玩转大屏、小屏，还将推出包括《三生三世十里桃花》《欢乐喜剧人3》在内的多档大剧热综，更有超级音乐偶像吴亦凡、超级碗等体育赛事强势助力！你还等什么？
1055,1055,"　　,花式玩转春晚，小屏自在看，超级大屏合家欢"
1056,1056,　　距离2017年春节还有不到一周的时间，年味渐浓，各大卫视春晚也陆续播出迎春送福。优酷送上5台春晚直播，不仅有央视鸡年春晚，还有山东卫视、安徽卫视、东方卫视、江苏卫视春晚直播，以及同期点播辽宁卫视春晚。
1058,1058,　　基于优酷强势内容，霸屏客厅的阿里家庭娱乐春节期间发出花式大招，精心编排，巧妙聚合，“春晚热播，明星扎堆，心疼爸妈，今年绝不熬着看”。花式看春晚第一弹是“明星组团儿上春晚”，囊括沈腾、贾玲、曹云金、小沈阳、冯巩、郭德纲、宋小宝、岳云鹏、青岛大姨、赵本山、蔡明、潘长江、郭冬临、黄宏、巩汉林共15位春晚笑匠，集合每个笑星历年春晚或综艺作品，将其精彩演出片段集结成辑打包放出。第二弹是以专题的形式聚合2017年春晚语言/歌曲/魔术戏曲三大类型，横向打穿，爱看小品的老爸老妈，追星的迷妹迷弟一键直达。
1059,1059,　　一年忙到头，家人团聚，不熬夜不纠结，花式春晚合家欢。
1061,1061,　　超级热剧《三生三世十里桃花》初三开播 《欢乐喜剧人3》首推超级网综精彩看不停
1062,1062,　　不要以为看完春晚，这个假期就没有什么可以期待的了！让众多小说迷期盼已久的开年大剧《三生三世十里桃花》即将于1.30大年初三在优酷唯美上线。该剧讲述的是上古时代青丘帝姬白浅和九重天太子夜华的三生三世爱恨纠葛的故事。这部集结了杨幂、赵又廷、张智尧、迪丽热巴等明星的超级热剧，仅仅是目前流出的海报、预告片就已经成功勾起了粉丝们的观剧热情。
1063,1063,"　　,原标题：“倒霉熊”亲子音乐剧《今天运气真好》2月登北京舞台分享“爱”"
1064,1064,"　　,中新网,北京1月24日电 (记者 应妮)大卫贝肯(倒霉熊)之亲子音乐剧《今天运气真好》将于2月18日登上北京展览馆剧场的舞台。该剧以亲子共赏的角度讲述一个关于“帮助与爱”的故事，而剧中关于爱的“分享”，可谓正切中当下年轻父母关于“二胎”的议题。"
1065,1065,　　贝肯熊(Backkom)外号“倒霉熊”，是一只生长在北极的白熊，是冰雪世界里最厉害的捕鱼高手，臃肿的身材，呆萌的脸蛋，夸张的反应，好奇心很强，但是他的脑筋又直又憨，因此常常做出令人啼笑皆非、哭笑不得的惊人之举。
1066,1066,　　贝肯熊实在不明白，怎么自己做什么事总有些“小意外”。于是生日这天，它许愿要成为一只“成功的”熊。与贝肯熊同一天生日的小男孩迪迪，也因为真正弟弟的出生，从小被呵护的他开始觉得家人冷落了自己，所以也踏上寻找天使国王许愿的旅程！迪迪和倒霉熊，在许愿的路上相遇，不得不结伴同行，两人的旅程波折不断……
1067,1067,　　为了打造一个栩栩如生的贝肯熊，摆脱传统人偶只能固定表情的表演限制，制作方赴日本HelloKitty制偶工厂订作贝肯偶，保证让大朋友小朋友为之惊艳。搭配生日的主题，纱幕一拉开整个舞台被包装成精美的大蛋糕，随着场景变换，千变万化舞台场景将在观众面前真实呈现，同时还将打破传统的暗场进行换景的窠臼，配合灯光及经验丰富的演员将幻景过程融合到戏中，剧情不打断，让观众体验到舞美的魔法。
1068,1068,　　值得一提的是，贝肯熊舞台剧巧妙地结合了现代爸妈可能面临的“二胎”议题，该如何让家里的独生子女欣然接受即将到来的弟弟妹妹呢？并且也让孩子了解到，“爱”，永远不会被瓜分，“爱”，通过分享是会倍增而更加圆满。剧中贝肯熊带领着剧中主人翁——迪迪去明白这层意义，也希望让现场的孩子们潜移默化地明白“友伴”的美好。
1069,1069,　　据悉，该剧将于2月18日10：00和19：30在北京展览馆剧场上演。(完)
1070,1070,"　　,中新网,1月24日电 记者获悉，爆笑爱情喜剧《疯岳撬佳人》今天曝光“正经靠脸”版海报，“丘比特”岳云鹏、“宇航员”袁姗姗、“猫王”孙坚一一亮相，新奇的造型配合卡通梦幻的画风将角色性格标签逐渐揭开，同时预示着一场颜值悬殊、笑料百出的追爱之战即将开启。"
1071,1071,　　人物海报上，岳云鹏化身“丘比特”率先出场，袁姗姗摇身一变成“宇航员”翱翔天际，孙坚则“猫王”附身。
1072,1072,"　　,电影《疯岳撬佳人》除了拥有岳云鹏、袁姗姗、孙坚等实力颜值主创坐镇外，另外还有郭德纲、艾伦、潘斌龙、杨能等喜剧大神倾情加盟。在早先曝光的“正经开撩”版预告片中，不仅岳云鹏卖萌耍宝、笑料不断，袁姗姗、孙坚等男神女神也纷纷抛弃偶像包袱，大呼“让他们走”、“辣眼睛”，有些片段瞬间被玩坏，甚至被网友自发制作成表情包传播开来。"
1073,1073,　　据悉，《疯岳撬佳人》将于2月14日上映。(完)
1074,1074,　　本报记者黄亚婷
1075,1075,　　大年初一上映的五部新片，只有韩寒导演的《乘风破浪》做了提前观影。虽然因为主题曲《男子汉宣言》惹来口水争议，韩寒被骂“直男癌”，但影片昨天在武汉举办提前看片后，观众回过神来：跟主题曲唱的不是一回事啊！
1076,1076,　　主题曲变“直男癌宣言”
1077,1077,　　徐娇点名要抵制
1078,1078,　　“直男癌”这个词是网络用语，有点“极端大男子主义”的意思，通常被用来形容那些不怎么尊重女性的男同志们。
1079,1079,　　《乘风破浪》的主题曲之一《男子汉宣言》，唱了些什么让韩寒被骂“直男癌”呢？歌词是这么写的：“你在每天晚上不能睡得比我早，你在每天早上不许起得比我晚。饭要做得很香甜，打扮起来要大方，还有婆婆和小姑，都要和睦地相处。你不要忘记，我是一个没有本领的人，我这个家全都靠你，家中的事只有你，只有你才能做得好，不要指望我……”
1080,1080,　　单从这歌词来看，这个男人对老婆的要求是起早贪黑、贤惠孝顺，自己却准备当个甩手掌柜，而且不保证不出轨。难怪网友们看得义愤填膺，称这是“直男癌宣言”。
1081,1081,　　女星徐娇连发三条微博点名批评这首歌“物化女性”，并发起抵制，担忧地说，“若《男子汉宣言》就这样传播在大街小巷，大江南北，被那些懵懂无知的少男少女听去，不知在潜移默化中会如何？”
1082,1082,　　“宣言”之后有“誓言”
1083,1083,　　韩寒解释产生大反转
1084,1084,　　再次被推上舆论风口浪尖的韩寒，很快出面澄清，解释《男子汉宣言》是改编自佐田雅志在上世纪80年代创作的《关白宣言》，在当时红遍中日，歌词实际是一个卑微的男人在胆怯地表达盼望，是一种对现实的黑色幽默表达。
1085,1085,　　《乘风破浪》隔天也发布了另一首主题曲《男子汉誓言》，与《男子汉宣言》相比，专制蛮横的丈夫变成了卑微而努力的人。歌词是这么写的：“一切还有我，虽然我很笨，娶到你是我最大的福分。从那地铁口出来，穿过茫茫的人海，总是觉得会难过，自己像个垃圾袋。请你别对小孩说，说他爸爸很没用，也许生活不如意，但我一直没放弃……”
1086,1086,　　韩寒表示：“其实也不是什么反转，这两首自始至终描写的就是一个自卑笨拙但很努力的男人，用一生在爱他的女人，每天为了生计而奔波。就像电影里的这个角色，从四岁开始喜欢上一个女孩，一生只和这个姑娘在一起，风雨共担。”
1087,1087,　　尽管并非宣扬“直男癌”，但用这两首歌博话题的宣传指向明显，有粉丝理解这是幽默表达，但也有人不能认同如此拿价值观来炒作的营销手法。
1088,1088,　　怀旧元素浓厚
1089,1089,　　片中三段感情都是“妻管严”
1090,1090,　　《乘风破浪》作为韩寒第二部导演作品，叙事比《后会无期》进步许多。彭于晏和邓超的父子关系从敌对到和解是主线，彭于晏和赵丽颖的爱情则是暗线，还有兄弟义气等，以穿越的魔幻手法包装，融入喜剧元素，很贴合贺岁档节日氛围。
1091,1091,　　片中有三段爱情，彭于晏对赵丽颖是两小无猜从一而终，全心全意在付出；彭于晏的小弟高华阳，对KTV小妹的爱情真挚单纯，被拒绝了也死心塌地对人好；就连彭于晏的对头张本煜，也对老婆的愿望倾尽全力满足。片中没有哪段关系是“直男癌”的，相反还都挺“妻管严”。
1092,1092,　　韩寒仍然保持了他的文艺情怀，影片整体流露着对上世纪90年代的怀旧，邓超饰演的赛车手叫徐太浪，这是韩寒在纪念他现实中早逝的车友徐浪。
1093,1093,　　
1094,1094,　　由素有“民国传奇戏之父”之称的郭靖宇编剧并执导，实力派演员岳丽娜、于毅领衔主演，95后中戏小花代文雯倾情加盟的母爱传奇巨制《娘道》在历经10个多月的辛苦拍摄后，日前在北京正式杀青。代文雯继《射雕》之后再度与郭靖宇导演合作，在剧中饰演瑛娘的二女儿招娣，从善解人意的大漠公主华筝变身性格泼辣的民国“虎妞”，让看惯了她温柔可人古装扮相的观众倍感新鲜和期待。
1095,1095,　　电视剧《娘道》以民国山西孝兴县为背景，聚焦母爱，讲述了一个普通母亲瑛娘(岳丽娜饰)与她五个孩子的故事，传奇再现母爱之无怨无悔、纯洁无私。其中，代文雯饰演瑛娘的二女儿招娣，自小便与母亲、姐妹走散，历经各种坎坷养成了她独立泼辣的性格，在乱世中练就了一身功夫本领、枪法如神，并与信鹏饰演的高棒子发生了一段感人至深的战火情缘。
1096,1096,　　从《囧西游》中单纯痴情的小骨头，到《大侠日天》中柔弱贤淑东方玉，再到新版《射雕英雄传》中善解人意的华筝公主，代文雯多以温柔可人的古装形象示人，此次是她首次挑战年代大戏并饰演民国“虎妞”的角色，让人倍加期待她的表现。代文雯坦言，“其实这个人物性格跟我本人的反差还蛮大的，招娣性格特别虎，一言不合就要提枪开打。剧中我是第一次穿军装，也有很多打戏、枪战戏，第一次拍爆破戏的时候感到既紧张又刺激，希望大家能够喜欢我塑造的这个新角色。”
1097,1097,　　值得一提的是，《娘道》是继《射雕》之后代文雯与郭靖宇导演的二度合作，她坦言非常珍惜和导演学习的机会，“能再度和郭导合作，我感到非常幸运，也是一次十分难得的学习机会。郭导真的是非常棒的导演，教会了我很多，特别感谢这几个月来剧组的信任和照顾，能和这么多优秀的导演、演员合作是我的荣幸。”
1098,1098,　　据悉，《娘道》已定于2017年在江苏卫视、天津卫视黄金档播出，敬请期待这部年度传奇大戏。
1099,1099,　　“直播+”是去年继“互联网+”之后又一个被捧上风口浪尖的概念，由于网络直播的发展速度、用户的多元性和内容的高度可塑性，业界对其在商业价值方面的潜力寄予了很大希望。而1月27日除夕晚映客开展的直播春晚，让人们看到了网络直播的影响力，“直播+”已经突破了单纯的商业视野，在社会文化和生活方式塑造上也有着非常深厚的潜质。
1100,1100,　　映客直播春晚从参与群体上来说，可以称得上是一场中国90后为主导的、彰显他们生活观念和文化价值的秀。而从角色性质上来说，映客直播春晚即使对中国当代青年文化对主流文化的一次对峙，又是青年文化与传统民俗文化的一次亲密接触。相比于传统的电视春晚，其最大特色依然是用户的多元参与。
1101,1101,　　此次映客直播春晚除了邀请到著名青年艺术家李玉刚分享自己春节故事以外，所有的内容生产者都是来自全国各地的不同网红主播。除了年龄分布上大多是90后这一共同点，他们在地域、职业和文化背景上有着诸多不同。晚会开始就是各地主播介绍自己家乡的春节习俗，网络直播的草根化赋予从根本上为这种文化交流赋予了可能性。晚会还穿插了“小映回家”、“小映唱歌”、“人气主播连线”等环节——对于看惯了电视中春节联欢晚会盛大场面的观众来说，映客直播中所体现的90后对于个性化、个人自由表达的追求，实在是别开生面，耳目一新。
1102,1102,　　我们可以从三方面来看待映客直播春晚中所透露出来的文化意义。
1103,1103,"　　,网络直播的文化影响力增强"
1104,1104,　　首先是网络直播这一新兴媒介手段，在内容多样化、媒介责任感方面所表现出来的进步。2016年被称作是网络直播的元年，中国网络直播的平台数量和用户规模都在这一年迎来了井喷式增长。而市场繁荣的背后，网络直播本身却饱受诟病，主要集中在其内容的泛娱乐化、同质化严重且品位比较低俗几方面。有文化学者引用著名文艺理论家巴赫金的“狂欢”理论来阐述网络直播：插科打诨的态度、俯就的态度和粗鄙的风尚。
1105,1105,　　如果说网络直播确实受上述痼疾困扰，那么作为国内直播行业领头羊的映客，显然已经有了提升行业整体水准、提高直播内容品位的觉悟，并已经开始了身体力行。本次映客直播春晚使我们看到网络直播在商业价值之外，还有着非同凡响的文化生产力。映客直播春晚充分发挥了直播的优势，90后们以内容生产者的姿态出现，解读传统文化，输出自我价值：草根文化+传统民俗文化在网络直播这一当前最为火热的大众媒介中被完美融合。
1106,1106,"　　,传统民俗文化借力,90,后，以新姿态走入大众视野"
1107,1107,　　其次，映客直播春晚让我们看到了中国传统民俗文化扭转颓势的可能性。春节是中国人最重要的节日，春节在它悠久的历史中酝酿了无数的风味美食、文化工艺品、各种民俗活动，可以说，春节某种程度上塑造了中国传统的民俗文化的一大部分。改革开放以后随着西方文化的涌入，在新文化环境中成长起来的90后、00后对传统文化的心理归属感逐渐涣散。最能代表中国传统风俗的春节，势头几乎被圣诞节、万圣节这样的舶来品反客为主。
1108,1108,　　映客直播春晚，无疑是对春节这一中国传统节日及其文化地位的强调。整场直播春晚的参与者大多数是90后，通过直播平台共同度过春节，这种参与感也会提高他们对春节相关的传统民俗文化的认可。
1109,1109,"　　,90,后社会文化角色彰显，网络直播成为新生代主要表达渠道"
1110,1110,　　而最为重要的一点是，映客直播春晚昭示着90后正以全新的姿态、全新的方式参与社会文化生活，他们借助网络直播这一最为新兴的媒介形式，参与到中国传统民俗文化的传承与发扬之中。如果我们考虑到过往的社会舆情，在中国，“90后”这个词一直处于被污名化的状态。除了前几年喧嚣一时的80后与90后的骂战，再早的70后、60后，也把新时代中成长的90后视为“垮掉的一代”。90后被指责为“缺乏社会责任感”、“民族认同感涣散”、“缺乏文化归属感”的一代人。
1111,1111,　　那么，映客这次以90后为主导的直播春晚，已经提醒我们需要扭转对90后的刻板印象了。如果说电视媒体的春节晚会、各大报刊上每年都要喊口号呼吁人们重视中华传统节日，这些是父辈人认同传统文化、传承民俗文化的方式的话，映客直播春晚就是90后面对中国传统民俗文化的传承，所展现出来的正面姿态和社会责任感。而网络直播过春节，通过广泛而多元的用户参与，也是真正适合当下这个信息高速更迭的网络时代的方式。
1112,1112,　　映客直播春晚，不仅是直播行业内容多样性拓展的一次开创性尝试，网络直播并纯粹的娱乐工具，这是映客作为行业领头羊所传递的价值。
1113,1113,　　而本次直播春晚的参与主体也昭示着，90后将在中国当代的社会文化生活中占据越来越重要的地位，他们将以全新的形式、不同的姿态，参与到中国优秀传统文化的继承与发扬中。
1114,1114,"　　,中新网,1月24日电 记者获悉，4K技术拍摄的网络电影《绝望者游戏》近日在长沙拍摄完成，今天片方发布海报。"
1115,1115,　　网络电影《绝望者游戏》由湖南芒果娱乐有限公司、优酷合一影业联合出品，由悬疑作家蔡骏担任剧本监制，吕小雨、晏维、向沛林、李宁、徐志辉、奇凌等领衔主演。
1116,1116,　　该片的故事内容主要在一位生性怪异的前天才外科医生和其遇到五位濒临绝望的自杀者之间展开。他们每个人的故事是生活中每个人都会遇到的爱情、友情、亲情的个体化缩影，当他们在六轮生死攸关的游戏里相遇。
1117,1117,　　总导演刘玮表示《绝望者游戏》将要呈现给观众的并非是传统悬疑电影的惊悚重口，而是想要以极端游戏的形式传达一种珍惜所爱、珍惜生命的生存态度。
1118,1118,　　芒果娱乐副总裁王柯表示“希望网络电影《绝望者游戏》能够在众人的努力下能成为网络电影市场的标杆。”优酷合一影业总裁刘开珞表示，继合作《唐人街探案》后，又一次和芒果娱乐联手，而这次是进入网络电影领域，因为双方都对网络付费内容市场充满信心，并期待凭借院线电影的背景和实力打造网络电影精品。
1119,1119,　　据悉，《绝望者游戏》将于2017年3月在优酷独播。(完)
1120,1120,　　1月24日，优酷自制、浙江东阳不世影业承制的超级网剧《寒武纪》正式杀青，计划于今年4月独家上线优酷。该剧由偶像剧男神贺军翔、清新人气小花旦周雨彤、元气超能少年侯明昊等一众颜值爆表的演员担当主演，同时，国民男神秦汉大哥和金钟影后尹馨等也实力加盟，为表演质感增色不少。该剧将黑帮警匪和都市偶像这两大截然不同的题材进行了巧妙融合，将为网友呈现上一部质感超群、风格独特的黑色偶像剧。
1121,1121,"　　,三角虐恋+三代男神 少女心、警匪、阴谋合织超前题材"
